attendance_id,employee_id,date,check_in,check_out,status
3150,105,2025-01-30,09:19:00,18:07:00,Present
3151,106,2025-01-01,08:43:00,16:38:00,Present
3152,106,2025-01-02,09:44:00,18:21:00,Present
3153,106,2025-01-03,09:09:00,17:20:00,Present
3154,106,2025-01-04,09:01:00,16:52:00,Present
3155,106,2025-01-05,09:18:00,17:55:00,Present
3156,106,2025-01-06,09:16:00,17:34:00,Present
3157,106,2025-01-07,,,Absent
3158,106,2025-01-08,09:42:00,18:16:00,Present
3159,106,2025-01-09,09:21:00,18:03:00,Present
3160,106,2025-01-10,09:19:00,17:54:00,Present
3161,106,2025-01-11,09:00:00,17:48:00,Present
3162,106,2025-01-12,08:32:00,16:21:00,Present
3163,106,2025-01-13,09:14:00,17:57:00,Present
3164,106,2025-01-14,08:52:00,17:36:00,Present
3165,106,2025-01-15,09:41:00,17:54:00,Present
3166,106,2025-01-16,09:03:00,16:57:00,Present
3167,106,2025-01-17,09:57:00,18:00:00,Present
3168,106,2025-01-18,09:16:00,17:43:00,Present
3169,106,2025-01-19,09:29:00,17:41:00,Present
3170,106,2025-01-20,09:46:00,18:11:00,Present
3171,106,2025-01-21,08:46:00,17:27:00,Present
3172,106,2025-01-22,08:37:00,17:11:00,Present
3173,106,2025-01-23,09:25:00,17:05:00,Present
3174,106,2025-01-24,09:53:00,18:29:00,Present
3175,106,2025-01-25,09:41:00,17:21:00,Present
3176,106,2025-01-26,08:52:00,16:40:00,Present
3177,106,2025-01-27,09:33:00,17:58:00,Present
3178,106,2025-01-28,09:36:00,17:50:00,Present
3179,106,2025-01-29,09:28:00,17:33:00,Present
3180,106,2025-01-30,09:59:00,17:47:00,Present
3181,107,2025-01-01,08:54:00,17:36:00,Present
3182,107,2025-01-02,09:41:00,18:13:00,Present
3183,107,2025-01-03,09:05:00,17:18:00,Present
3184,107,2025-01-04,09:03:00,17:11:00,Present
3185,107,2025-01-05,09:04:00,17:15:00,Present
3186,107,2025-01-06,08:43:00,16:46:00,Present
3187,107,2025-01-07,08:55:00,16:54:00,Present
3188,107,2025-01-08,08:35:00,16:26:00,Present
3189,107,2025-01-09,08:46:00,17:06:00,Present
3190,107,2025-01-10,08:49:00,17:23:00,Present
3191,107,2025-01-11,08:40:00,17:16:00,Present
3192,107,2025-01-12,,,Leave
3193,107,2025-01-13,09:05:00,16:47:00,Present
3194,107,2025-01-14,08:49:00,17:13:00,Present
3195,107,2025-01-15,09:27:00,17:54:00,Present
3196,107,2025-01-16,09:40:00,18:02:00,Present
3197,107,2025-01-17,09:12:00,16:55:00,Present
3198,107,2025-01-18,09:45:00,17:29:00,Present
3199,107,2025-01-19,08:58:00,17:00:00,Present
3200,107,2025-01-20,09:48:00,18:29:00,Present
3201,107,2025-01-21,,,Leave
3202,107,2025-01-22,08:47:00,16:56:00,Present
3203,107,2025-01-23,09:51:00,18:39:00,Present
3204,107,2025-01-24,09:45:00,18:09:00,Present
3205,107,2025-01-25,09:53:00,17:43:00,Present
3206,107,2025-01-26,09:14:00,17:43:00,Present
3207,107,2025-01-27,09:25:00,17:40:00,Present
3208,107,2025-01-28,08:41:00,17:28:00,Present
3209,107,2025-01-29,09:37:00,18:19:00,Present
3210,107,2025-01-30,08:59:00,16:44:00,Present
3211,108,2025-01-01,,,Absent
3212,108,2025-01-02,09:05:00,17:24:00,Present
3213,108,2025-01-03,09:13:00,17:28:00,Present
3214,108,2025-01-04,,,Leave
3215,108,2025-01-05,09:28:00,17:41:00,Present
3216,108,2025-01-06,09:01:00,17:09:00,Present
3217,108,2025-01-07,09:17:00,17:43:00,Present
3218,108,2025-01-08,08:57:00,16:57:00,Present
3219,108,2025-01-09,,,Absent
3220,108,2025-01-10,09:49:00,17:53:00,Present
3221,108,2025-01-11,09:58:00,18:35:00,Present
3222,108,2025-01-12,09:08:00,17:23:00,Present
3223,108,2025-01-13,08:38:00,16:36:00,Present
3224,108,2025-01-14,08:38:00,17:06:00,Present
3225,108,2025-01-15,,,Absent
3226,108,2025-01-16,09:12:00,17:19:00,Present
3227,108,2025-01-17,08:43:00,16:41:00,Present
3228,108,2025-01-18,09:51:00,17:49:00,Present
3229,108,2025-01-19,,,Leave
3230,108,2025-01-20,,,Absent
3231,108,2025-01-21,09:07:00,17:02:00,Present
3232,108,2025-01-22,,,Leave
3233,108,2025-01-23,09:47:00,17:48:00,Present
3234,108,2025-01-24,09:27:00,17:52:00,Present
3235,108,2025-01-25,,,Leave
3236,108,2025-01-26,08:38:00,16:34:00,Present
3237,108,2025-01-27,08:43:00,16:41:00,Present
3238,108,2025-01-28,08:38:00,16:21:00,Present
3239,108,2025-01-29,08:35:00,17:11:00,Present
3240,108,2025-01-30,09:32:00,17:12:00,Present
3241,109,2025-01-01,09:00:00,16:47:00,Present
3242,109,2025-01-02,08:44:00,17:22:00,Present
3243,109,2025-01-03,09:37:00,18:23:00,Present
3244,109,2025-01-04,09:22:00,17:08:00,Present
3245,109,2025-01-05,09:18:00,17:38:00,Present
3246,109,2025-01-06,09:54:00,18:39:00,Present
3247,109,2025-01-07,,,Leave
3248,109,2025-01-08,08:35:00,17:07:00,Present
3249,109,2025-01-09,09:13:00,16:59:00,Present
3250,109,2025-01-10,09:37:00,17:57:00,Present
3251,109,2025-01-11,09:43:00,17:41:00,Present
3252,109,2025-01-12,09:42:00,18:31:00,Present
3253,109,2025-01-13,08:33:00,16:56:00,Present
3254,109,2025-01-14,08:33:00,17:18:00,Present
3255,109,2025-01-15,09:25:00,17:37:00,Present
3256,109,2025-01-16,08:51:00,16:42:00,Present
3257,109,2025-01-17,09:20:00,17:04:00,Present
3258,109,2025-01-18,09:34:00,18:01:00,Present
3259,109,2025-01-19,09:14:00,17:21:00,Present
3260,109,2025-01-20,08:59:00,17:43:00,Present
3261,109,2025-01-21,09:56:00,17:48:00,Present
3262,109,2025-01-22,08:45:00,17:18:00,Present
3263,109,2025-01-23,08:55:00,16:54:00,Present
3264,109,2025-01-24,09:35:00,18:22:00,Present
3265,109,2025-01-25,08:59:00,16:59:00,Present
3266,109,2025-01-26,09:09:00,17:14:00,Present
3267,109,2025-01-27,,,Absent
3268,109,2025-01-28,09:35:00,18:00:00,Present
3269,109,2025-01-29,09:54:00,18:37:00,Present
3270,109,2025-01-30,09:13:00,17:32:00,Present
3271,110,2025-01-01,08:38:00,16:34:00,Present
3272,110,2025-01-02,08:54:00,16:55:00,Present
3273,110,2025-01-03,09:48:00,17:48:00,Present
3274,110,2025-01-04,08:32:00,16:41:00,Present
3275,110,2025-01-05,09:30:00,18:03:00,Present
3276,110,2025-01-06,09:34:00,17:47:00,Present
3277,110,2025-01-07,09:39:00,17:39:00,Present
3278,110,2025-01-08,09:36:00,17:22:00,Present
3279,110,2025-01-09,09:58:00,18:37:00,Present
3280,110,2025-01-10,08:41:00,16:32:00,Present
3281,110,2025-01-11,08:42:00,16:37:00,Present
3282,110,2025-01-12,09:57:00,18:34:00,Present
3283,110,2025-01-13,09:50:00,18:15:00,Present
3284,110,2025-01-14,09:32:00,17:49:00,Present
3285,110,2025-01-15,09:27:00,17:22:00,Present
3286,110,2025-01-16,08:31:00,16:15:00,Present
3287,110,2025-01-17,,,Leave
3288,110,2025-01-18,09:06:00,17:15:00,Present
3289,110,2025-01-19,08:41:00,16:56:00,Present
3290,110,2025-01-20,09:19:00,17:18:00,Present
3291,110,2025-01-21,09:19:00,17:03:00,Present
3292,110,2025-01-22,,,Absent
3293,110,2025-01-23,,,Leave
3294,110,2025-01-24,09:36:00,17:27:00,Present
3295,110,2025-01-25,,,Absent
3296,110,2025-01-26,08:48:00,16:28:00,Present
3297,110,2025-01-27,09:58:00,17:57:00,Present
3298,110,2025-01-28,08:47:00,16:48:00,Present
3299,110,2025-01-29,,,Absent
3300,110,2025-01-30,,,Leave
3301,111,2025-01-01,08:55:00,17:09:00,Present
3302,111,2025-01-02,09:42:00,17:50:00,Present
3303,111,2025-01-03,09:20:00,17:39:00,Present
3304,111,2025-01-04,09:36:00,18:17:00,Present
3305,111,2025-01-05,09:24:00,17:06:00,Present
3306,111,2025-01-06,08:53:00,17:33:00,Present
3307,111,2025-01-07,09:29:00,17:46:00,Present
3308,111,2025-01-08,09:59:00,17:51:00,Present
3309,111,2025-01-09,09:09:00,17:26:00,Present
3310,111,2025-01-10,09:28:00,17:36:00,Present
3311,111,2025-01-11,09:01:00,17:11:00,Present
3312,111,2025-01-12,08:58:00,16:47:00,Present
3313,111,2025-01-13,09:36:00,18:12:00,Present
3314,111,2025-01-14,08:51:00,16:58:00,Present
3315,111,2025-01-15,09:18:00,17:07:00,Present
3316,111,2025-01-16,09:11:00,17:53:00,Present
3317,111,2025-01-17,09:58:00,18:17:00,Present
3318,111,2025-01-18,09:39:00,17:38:00,Present
3319,111,2025-01-19,08:59:00,16:59:00,Present
3320,111,2025-01-20,08:56:00,17:33:00,Present
3321,111,2025-01-21,09:12:00,17:05:00,Present
3322,111,2025-01-22,09:00:00,17:14:00,Present
3323,111,2025-01-23,09:16:00,17:50:00,Present
3324,111,2025-01-24,09:38:00,18:14:00,Present
3325,111,2025-01-25,09:57:00,17:49:00,Present
3326,111,2025-01-26,09:34:00,17:43:00,Present
3327,111,2025-01-27,09:57:00,18:45:00,Present
3328,111,2025-01-28,08:39:00,16:25:00,Present
3329,111,2025-01-29,09:00:00,17:40:00,Present
3330,111,2025-01-30,08:57:00,16:37:00,Present
3331,112,2025-01-01,09:25:00,17:06:00,Present
3332,112,2025-01-02,09:05:00,17:46:00,Present
3333,112,2025-01-03,09:36:00,18:03:00,Present
3334,112,2025-01-04,09:25:00,17:50:00,Present
3335,112,2025-01-05,09:02:00,17:01:00,Present
3336,112,2025-01-06,08:47:00,16:28:00,Present
3337,112,2025-01-07,09:58:00,17:52:00,Present
3338,112,2025-01-08,08:50:00,16:59:00,Present
3339,112,2025-01-09,09:54:00,17:41:00,Present
3340,112,2025-01-10,09:18:00,17:59:00,Present
3341,112,2025-01-11,09:37:00,18:04:00,Present
3342,112,2025-01-12,08:41:00,17:30:00,Present
3343,112,2025-01-13,09:05:00,17:05:00,Present
3344,112,2025-01-14,08:46:00,16:32:00,Present
3345,112,2025-01-15,,,Absent
3346,112,2025-01-16,09:47:00,18:12:00,Present
3347,112,2025-01-17,09:06:00,17:10:00,Present
3348,112,2025-01-18,08:30:00,16:11:00,Present
3349,112,2025-01-19,08:53:00,16:58:00,Present
3350,112,2025-01-20,08:43:00,16:53:00,Present
3351,112,2025-01-21,09:49:00,18:36:00,Present
3352,112,2025-01-22,08:39:00,17:14:00,Present
3353,112,2025-01-23,,,Leave
3354,112,2025-01-24,09:08:00,17:15:00,Present
3355,112,2025-01-25,09:01:00,17:41:00,Present
3356,112,2025-01-26,,,Absent
3357,112,2025-01-27,09:19:00,17:11:00,Present
3358,112,2025-01-28,08:49:00,17:29:00,Present
3359,112,2025-01-29,09:38:00,18:16:00,Present
3360,112,2025-01-30,08:58:00,16:38:00,Present
3361,113,2025-01-01,08:50:00,17:12:00,Present
3362,113,2025-01-02,08:47:00,17:28:00,Present
3363,113,2025-01-03,09:32:00,17:28:00,Present
3364,113,2025-01-04,08:48:00,16:49:00,Present
3365,113,2025-01-05,,,Leave
3366,113,2025-01-06,09:50:00,18:39:00,Present
3367,113,2025-01-07,09:25:00,17:23:00,Present
3368,113,2025-01-08,09:20:00,17:24:00,Present
3369,113,2025-01-09,08:34:00,16:17:00,Present
3370,113,2025-01-10,08:36:00,16:41:00,Present
3371,113,2025-01-11,09:07:00,17:52:00,Present
3372,113,2025-01-12,08:31:00,16:14:00,Present
3373,113,2025-01-13,09:41:00,18:14:00,Present
3374,113,2025-01-14,09:46:00,18:14:00,Present
3375,113,2025-01-15,09:55:00,17:37:00,Present
3376,113,2025-01-16,09:07:00,17:37:00,Present
3377,113,2025-01-17,08:52:00,17:26:00,Present
3378,113,2025-01-18,08:49:00,16:53:00,Present
3379,113,2025-01-19,09:25:00,17:13:00,Present
3380,113,2025-01-20,08:43:00,17:11:00,Present
3381,113,2025-01-21,,,Absent
3382,113,2025-01-22,08:33:00,16:19:00,Present
3383,113,2025-01-23,09:45:00,17:30:00,Present
3384,113,2025-01-24,09:14:00,17:04:00,Present
3385,113,2025-01-25,09:19:00,17:22:00,Present
3386,113,2025-01-26,09:13:00,17:56:00,Present
3387,113,2025-01-27,,,Absent
3388,113,2025-01-28,09:53:00,17:51:00,Present
3389,113,2025-01-29,09:31:00,18:16:00,Present
3390,113,2025-01-30,09:44:00,18:04:00,Present
3391,114,2025-01-01,09:38:00,17:59:00,Present
3392,114,2025-01-02,09:01:00,16:59:00,Present
3393,114,2025-01-03,08:53:00,16:44:00,Present
3394,114,2025-01-04,09:25:00,17:15:00,Present
3395,114,2025-01-05,09:17:00,17:44:00,Present
3396,114,2025-01-06,,,Leave
3397,114,2025-01-07,09:45:00,18:30:00,Present
3398,114,2025-01-08,08:44:00,17:30:00,Present
3399,114,2025-01-09,09:40:00,17:52:00,Present
3400,114,2025-01-10,09:22:00,17:26:00,Present
3401,114,2025-01-11,08:59:00,17:01:00,Present
3402,114,2025-01-12,08:51:00,17:34:00,Present
3403,114,2025-01-13,08:54:00,17:07:00,Present
3404,114,2025-01-14,09:19:00,17:25:00,Present
3405,114,2025-01-15,08:34:00,16:59:00,Present
3406,114,2025-01-16,09:56:00,18:13:00,Present
3407,114,2025-01-17,09:09:00,17:16:00,Present
3408,114,2025-01-18,09:51:00,18:24:00,Present
3409,114,2025-01-19,09:04:00,17:04:00,Present
3410,114,2025-01-20,09:32:00,18:20:00,Present
3411,114,2025-01-21,09:51:00,18:39:00,Present
3412,114,2025-01-22,09:17:00,17:39:00,Present
3413,114,2025-01-23,09:29:00,18:14:00,Present
3414,114,2025-01-24,08:47:00,17:09:00,Present
3415,114,2025-01-25,09:30:00,17:58:00,Present
3416,114,2025-01-26,08:55:00,16:49:00,Present
3417,114,2025-01-27,08:45:00,16:38:00,Present
3418,114,2025-01-28,08:58:00,17:39:00,Present
3419,114,2025-01-29,09:09:00,16:49:00,Present
3420,114,2025-01-30,08:31:00,17:06:00,Present
3421,115,2025-01-01,09:45:00,18:02:00,Present
3422,115,2025-01-02,09:26:00,17:24:00,Present
3423,115,2025-01-03,09:53:00,18:00:00,Present
3424,115,2025-01-04,08:31:00,16:11:00,Present
3425,115,2025-01-05,09:49:00,18:17:00,Present
3426,115,2025-01-06,09:51:00,17:43:00,Present
3427,115,2025-01-07,09:43:00,18:13:00,Present
3428,115,2025-01-08,08:47:00,16:47:00,Present
3429,115,2025-01-09,08:42:00,17:23:00,Present
3430,115,2025-01-10,08:46:00,16:40:00,Present
3431,115,2025-01-11,09:02:00,17:31:00,Present
3432,115,2025-01-12,,,Leave
3433,115,2025-01-13,09:39:00,18:22:00,Present
3434,115,2025-01-14,08:59:00,17:33:00,Present
3435,115,2025-01-15,09:22:00,17:28:00,Present
3436,115,2025-01-16,08:36:00,16:24:00,Present
3437,115,2025-01-17,,,Absent
3438,115,2025-01-18,09:54:00,17:39:00,Present
3439,115,2025-01-19,09:36:00,18:17:00,Present
3440,115,2025-01-20,09:44:00,17:38:00,Present
3441,115,2025-01-21,09:57:00,18:27:00,Present
3442,115,2025-01-22,09:48:00,18:22:00,Present
3443,115,2025-01-23,09:57:00,17:56:00,Present
3444,115,2025-01-24,09:03:00,17:30:00,Present
3445,115,2025-01-25,09:49:00,18:16:00,Present
3446,115,2025-01-26,,,Leave
3447,115,2025-01-27,,,Leave
3448,115,2025-01-28,08:45:00,16:34:00,Present
3449,115,2025-01-29,09:00:00,17:23:00,Present
3450,115,2025-01-30,,,Absent
3451,116,2025-01-01,09:20:00,17:21:00,Present
3452,116,2025-01-02,08:32:00,16:43:00,Present
3453,116,2025-01-03,09:46:00,17:55:00,Present
3454,116,2025-01-04,09:21:00,17:21:00,Present
3455,116,2025-01-05,09:00:00,17:19:00,Present
3456,116,2025-01-06,08:48:00,17:29:00,Present
3457,116,2025-01-07,09:39:00,17:32:00,Present
3458,116,2025-01-08,09:51:00,18:03:00,Present
3459,116,2025-01-09,,,Leave
3460,116,2025-01-10,09:09:00,17:55:00,Present
3461,116,2025-01-11,09:00:00,17:21:00,Present
3462,116,2025-01-12,09:38:00,17:29:00,Present
3463,116,2025-01-13,08:39:00,16:26:00,Present
3464,116,2025-01-14,09:14:00,17:30:00,Present
3465,116,2025-01-15,09:31:00,18:11:00,Present
3466,116,2025-01-16,09:40:00,18:05:00,Present
3467,116,2025-01-17,08:41:00,16:40:00,Present
3468,116,2025-01-18,08:45:00,17:32:00,Present
3469,116,2025-01-19,09:36:00,17:45:00,Present
3470,116,2025-01-20,08:40:00,16:48:00,Present
3471,116,2025-01-21,08:51:00,17:12:00,Present
3472,116,2025-01-22,09:42:00,18:11:00,Present
3473,116,2025-01-23,09:15:00,17:49:00,Present
3474,116,2025-01-24,08:34:00,16:35:00,Present
3475,116,2025-01-25,09:25:00,17:26:00,Present
3476,116,2025-01-26,08:55:00,16:54:00,Present
3477,116,2025-01-27,,,Leave
3478,116,2025-01-28,09:09:00,16:51:00,Present
3479,116,2025-01-29,09:44:00,17:35:00,Present
3480,116,2025-01-30,09:02:00,16:49:00,Present
3481,117,2025-01-01,09:30:00,17:53:00,Present
3482,117,2025-01-02,09:01:00,16:46:00,Present
3483,117,2025-01-03,09:16:00,17:50:00,Present
3484,117,2025-01-04,09:50:00,18:31:00,Present
3485,117,2025-01-05,08:33:00,17:21:00,Present
3486,117,2025-01-06,09:18:00,17:09:00,Present
3487,117,2025-01-07,09:57:00,17:41:00,Present
3488,117,2025-01-08,09:28:00,17:23:00,Present
3489,117,2025-01-09,08:37:00,16:57:00,Present
3490,117,2025-01-10,08:45:00,16:35:00,Present
3491,117,2025-01-11,09:08:00,16:59:00,Present
3492,117,2025-01-12,09:04:00,16:45:00,Present
3493,117,2025-01-13,,,Absent
3494,117,2025-01-14,09:50:00,18:28:00,Present
3495,117,2025-01-15,08:37:00,17:17:00,Present
3496,117,2025-01-16,09:15:00,17:22:00,Present
3497,117,2025-01-17,09:30:00,17:20:00,Present
3498,117,2025-01-18,08:30:00,17:02:00,Present
3499,117,2025-01-19,09:23:00,17:32:00,Present
3500,117,2025-01-20,09:46:00,18:34:00,Present
3501,117,2025-01-21,09:36:00,17:32:00,Present
3502,117,2025-01-22,09:26:00,18:04:00,Present
3503,117,2025-01-23,08:54:00,17:13:00,Present
3504,117,2025-01-24,09:10:00,17:18:00,Present
3505,117,2025-01-25,08:51:00,17:17:00,Present
3506,117,2025-01-26,08:40:00,16:54:00,Present
3507,117,2025-01-27,,,Leave
3508,117,2025-01-28,09:20:00,17:20:00,Present
3509,117,2025-01-29,09:41:00,18:06:00,Present
3510,117,2025-01-30,,,Leave
3511,118,2025-01-01,09:15:00,17:01:00,Present
3512,118,2025-01-02,09:56:00,18:35:00,Present
3513,118,2025-01-03,08:32:00,17:15:00,Present
3514,118,2025-01-04,,,Absent
3515,118,2025-01-05,09:09:00,17:25:00,Present
3516,118,2025-01-06,08:59:00,17:40:00,Present
3517,118,2025-01-07,09:48:00,18:20:00,Present
3518,118,2025-01-08,09:26:00,17:43:00,Present
3519,118,2025-01-09,09:35:00,18:05:00,Present
3520,118,2025-01-10,09:49:00,18:06:00,Present
3521,118,2025-01-11,09:42:00,17:59:00,Present
3522,118,2025-01-12,08:42:00,16:36:00,Present
3523,118,2025-01-13,09:36:00,17:22:00,Present
3524,118,2025-01-14,,,Leave
3525,118,2025-01-15,09:42:00,17:33:00,Present
3526,118,2025-01-16,09:55:00,17:40:00,Present
3527,118,2025-01-17,08:48:00,17:10:00,Present
3528,118,2025-01-18,08:48:00,16:57:00,Present
3529,118,2025-01-19,09:06:00,16:47:00,Present
3530,118,2025-01-20,08:36:00,17:15:00,Present
3531,118,2025-01-21,08:41:00,17:12:00,Present
3532,118,2025-01-22,08:41:00,16:33:00,Present
3533,118,2025-01-23,09:01:00,17:34:00,Present
3534,118,2025-01-24,08:59:00,17:09:00,Present
3535,118,2025-01-25,08:42:00,17:11:00,Present
3536,118,2025-01-26,09:44:00,18:30:00,Present
3537,118,2025-01-27,09:40:00,18:20:00,Present
3538,118,2025-01-28,,,Absent
3539,118,2025-01-29,09:53:00,17:42:00,Present
3540,118,2025-01-30,09:56:00,18:42:00,Present
3541,119,2025-01-01,09:57:00,18:34:00,Present
3542,119,2025-01-02,08:45:00,16:41:00,Present
3543,119,2025-01-03,09:58:00,18:27:00,Present
3544,119,2025-01-04,09:32:00,18:08:00,Present
3545,119,2025-01-05,09:48:00,17:45:00,Present
3546,119,2025-01-06,09:46:00,18:31:00,Present
3547,119,2025-01-07,09:12:00,17:00:00,Present
3548,119,2025-01-08,09:35:00,17:19:00,Present
3549,119,2025-01-09,09:10:00,17:05:00,Present
3550,119,2025-01-10,08:54:00,17:01:00,Present
3551,119,2025-01-11,08:55:00,16:53:00,Present
3552,119,2025-01-12,,,Absent
3553,119,2025-01-13,09:47:00,17:30:00,Present
3554,119,2025-01-14,08:54:00,16:34:00,Present
3555,119,2025-01-15,,,Absent
3556,119,2025-01-16,09:38:00,17:57:00,Present
3557,119,2025-01-17,09:26:00,18:09:00,Present
3558,119,2025-01-18,09:12:00,17:28:00,Present
3559,119,2025-01-19,08:55:00,17:03:00,Present
3560,119,2025-01-20,08:52:00,16:38:00,Present
3561,119,2025-01-21,,,Leave
3562,119,2025-01-22,08:40:00,16:56:00,Present
3563,119,2025-01-23,08:33:00,16:19:00,Present
3564,119,2025-01-24,09:13:00,17:04:00,Present
3565,119,2025-01-25,,,Leave
3566,119,2025-01-26,09:39:00,17:36:00,Present
3567,119,2025-01-27,,,Absent
3568,119,2025-01-28,08:44:00,16:41:00,Present
3569,119,2025-01-29,,,Absent
3570,119,2025-01-30,08:33:00,16:32:00,Present
3571,120,2025-01-01,09:20:00,17:26:00,Present
3572,120,2025-01-02,08:40:00,16:26:00,Present
3573,120,2025-01-03,09:03:00,16:43:00,Present
3574,120,2025-01-04,09:23:00,17:22:00,Present
3575,120,2025-01-05,09:46:00,17:55:00,Present
3576,120,2025-01-06,08:42:00,16:39:00,Present
3577,120,2025-01-07,09:43:00,18:21:00,Present
3578,120,2025-01-08,08:50:00,16:48:00,Present
3579,120,2025-01-09,08:31:00,16:19:00,Present
3580,120,2025-01-10,09:17:00,16:59:00,Present
3581,120,2025-01-11,08:39:00,16:38:00,Present
3582,120,2025-01-12,08:44:00,17:29:00,Present
3583,120,2025-01-13,08:49:00,17:36:00,Present
3584,120,2025-01-14,09:55:00,18:26:00,Present
3585,120,2025-01-15,08:47:00,16:38:00,Present
3586,120,2025-01-16,,,Absent
3587,120,2025-01-17,09:38:00,18:27:00,Present
3588,120,2025-01-18,09:33:00,17:57:00,Present
3589,120,2025-01-19,08:37:00,17:21:00,Present
3590,120,2025-01-20,08:52:00,16:48:00,Present
3591,120,2025-01-21,09:18:00,18:03:00,Present
3592,120,2025-01-22,08:58:00,17:09:00,Present
3593,120,2025-01-23,08:52:00,16:47:00,Present
3594,120,2025-01-24,08:31:00,16:48:00,Present
3595,120,2025-01-25,09:16:00,17:33:00,Present
3596,120,2025-01-26,09:25:00,17:37:00,Present
3597,120,2025-01-27,09:26:00,17:54:00,Present
3598,120,2025-01-28,08:31:00,16:30:00,Present
3599,120,2025-01-29,09:30:00,17:57:00,Present
3600,120,2025-01-30,,,Absent
3601,121,2025-01-01,08:54:00,17:34:00,Present
3602,121,2025-01-02,09:41:00,17:49:00,Present
3603,121,2025-01-03,09:31:00,18:07:00,Present
3604,121,2025-01-04,08:47:00,17:16:00,Present
3605,121,2025-01-05,,,Leave
3606,121,2025-01-06,09:57:00,18:45:00,Present
3607,121,2025-01-07,09:26:00,17:46:00,Present
3608,121,2025-01-08,08:40:00,16:29:00,Present
3609,121,2025-01-09,09:02:00,16:56:00,Present
3610,121,2025-01-10,09:09:00,17:26:00,Present
3611,121,2025-01-11,09:01:00,17:39:00,Present
3612,121,2025-01-12,08:30:00,16:53:00,Present
3613,121,2025-01-13,08:52:00,17:41:00,Present
3614,121,2025-01-14,08:42:00,16:48:00,Present
3615,121,2025-01-15,09:32:00,17:34:00,Present
3616,121,2025-01-16,09:43:00,17:32:00,Present
3617,121,2025-01-17,09:00:00,16:49:00,Present
3618,121,2025-01-18,08:47:00,16:57:00,Present
3619,121,2025-01-19,09:04:00,16:50:00,Present
3620,121,2025-01-20,09:14:00,17:40:00,Present
3621,121,2025-01-21,09:52:00,17:52:00,Present
3622,121,2025-01-22,09:45:00,17:25:00,Present
3623,121,2025-01-23,09:06:00,17:07:00,Present
3624,121,2025-01-24,09:27:00,17:47:00,Present
3625,121,2025-01-25,09:36:00,18:09:00,Present
3626,121,2025-01-26,09:37:00,17:19:00,Present
3627,121,2025-01-27,09:51:00,17:44:00,Present
3628,121,2025-01-28,09:55:00,18:01:00,Present
3629,121,2025-01-29,09:13:00,18:02:00,Present
3630,121,2025-01-30,09:53:00,17:59:00,Present
3631,122,2025-01-01,09:14:00,17:25:00,Present
3632,122,2025-01-02,09:42:00,17:44:00,Present
3633,122,2025-01-03,08:57:00,16:51:00,Present
3634,122,2025-01-04,09:22:00,18:07:00,Present
3635,122,2025-01-05,09:48:00,17:36:00,Present
3636,122,2025-01-06,09:25:00,17:07:00,Present
3637,122,2025-01-07,09:07:00,16:48:00,Present
3638,122,2025-01-08,09:27:00,17:13:00,Present
3639,122,2025-01-09,09:51:00,17:31:00,Present
3640,122,2025-01-10,09:11:00,17:49:00,Present
3641,122,2025-01-11,,,Absent
3642,122,2025-01-12,09:00:00,16:40:00,Present
3643,122,2025-01-13,09:58:00,18:35:00,Present
3644,122,2025-01-14,09:04:00,16:46:00,Present
3645,122,2025-01-15,09:43:00,18:18:00,Present
3646,122,2025-01-16,09:51:00,17:32:00,Present
3647,122,2025-01-17,08:35:00,16:42:00,Present
3648,122,2025-01-18,09:40:00,17:36:00,Present
3649,122,2025-01-19,09:36:00,18:01:00,Present
3650,122,2025-01-20,09:16:00,17:29:00,Present
3651,122,2025-01-21,,,Leave
3652,122,2025-01-22,09:18:00,17:16:00,Present
3653,122,2025-01-23,09:05:00,17:51:00,Present
3654,122,2025-01-24,,,Leave
3655,122,2025-01-25,09:53:00,18:00:00,Present
3656,122,2025-01-26,09:12:00,17:58:00,Present
3657,122,2025-01-27,09:23:00,17:12:00,Present
3658,122,2025-01-28,09:47:00,17:27:00,Present
3659,122,2025-01-29,08:56:00,16:41:00,Present
3660,122,2025-01-30,09:38:00,18:15:00,Present
3661,123,2025-01-01,09:30:00,17:58:00,Present
3662,123,2025-01-02,09:15:00,17:20:00,Present
3663,123,2025-01-03,09:31:00,17:20:00,Present
3664,123,2025-01-04,,,Leave
3665,123,2025-01-05,08:50:00,17:28:00,Present
3666,123,2025-01-06,08:57:00,17:10:00,Present
3667,123,2025-01-07,09:08:00,17:54:00,Present
3668,123,2025-01-08,08:39:00,16:45:00,Present
3669,123,2025-01-09,09:33:00,18:06:00,Present
3670,123,2025-01-10,,,Absent
3671,123,2025-01-11,09:56:00,18:05:00,Present
3672,123,2025-01-12,09:16:00,18:04:00,Present
3673,123,2025-01-13,08:37:00,17:18:00,Present
3674,123,2025-01-14,09:53:00,18:28:00,Present
3675,123,2025-01-15,09:42:00,18:10:00,Present
3676,123,2025-01-16,08:54:00,17:29:00,Present
3677,123,2025-01-17,08:36:00,17:19:00,Present
3678,123,2025-01-18,09:27:00,17:28:00,Present
3679,123,2025-01-19,09:19:00,17:08:00,Present
3680,123,2025-01-20,08:44:00,16:30:00,Present
3681,123,2025-01-21,08:42:00,17:03:00,Present
3682,123,2025-01-22,09:40:00,18:16:00,Present
3683,123,2025-01-23,09:32:00,17:18:00,Present
3684,123,2025-01-24,08:56:00,16:45:00,Present
